Symbolically checking axioms for small tensors
2025-06-25 17:05:21.412676 Checking 7 axioms...
2025-06-25 17:05:21.419028 Checking a total of 5728 combinations...

2025-06-25 17:05:21.419042 Checking:
ForAll([kx, ky, sx, sy, pad, x, y],
       concat_0(1,
                pool2d_max_0(kx, ky, sx, sy, pad, x),
                pool2d_max_0(kx, ky, sx, sy, pad, y)) ==
       pool2d_max_0(kx, ky, sx, sy, pad, concat_0(1, x, y)))
checking 1024 combinations...
[1, 1, 1, 2, 0, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 1, 2, 1, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 1, 2, 1, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 1, 2, 1, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 1, 2, 1, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 1, 2, 1, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 1, 2, 1, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 1, 2, 1, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 1, 2, 1, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 1, 2, 1, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 1, 2, 1, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 1, 2, 1, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 1, 2, 1, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 1, 2, 1, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 1, 2, 1, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 1, 2, 1, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 1, 2, 1, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 1, 2, 1, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 1, 2, 1, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 1, 2, 1, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 1, 2, 1, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 1, 0, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 1, 2, 1, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 1, 0, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 1, 0, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 1, 2, 1, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 1, 0, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 1, 0, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 1, 0, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 1, 0, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 1, 0, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 1, 0, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 1, 0, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 1, 0, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 1, 0, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 1, 0, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 1, 0, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 1, 0, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 1, 0, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 1, 0, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 1, 0, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 1, 0, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 1, 0, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 1, 0, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 1, 0, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 1, 0, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 1, 0, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 1, 0, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 1, 1, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 1, 1, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 1, 1, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 1, 0, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 1, 1, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 1, 1, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 1, 0, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 1, 1, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 1, 1, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 1, 1, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 1, 1, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 1, 1, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 1, 1, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 1, 1, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 1, 1, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 1, 1, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 1, 1, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 1, 1, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 1, 1, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 1, 1, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 1, 1, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 1, 1, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 1, 1, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 1, 1, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 1, 1, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 1, 1, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 1, 1, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 1, 1, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 1, 1, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 1, 1, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 1, 1, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 2, 0, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 2, 0, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 1, 1, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 1, 1, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 2, 0, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 2, 0, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 2, 0, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 1, 1, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 2, 0, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 2, 0, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 2, 0, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 2, 0, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 2, 0, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 2, 0, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 2, 0, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 2, 0, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 2, 0, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 2, 0, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 2, 0, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 2, 0, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 2, 0, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 2, 0, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 2, 0, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 2, 0, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 2, 0, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 2, 0, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 2, 0, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 2, 0, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 2, 0, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 2, 0, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 2, 0, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 2, 0, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 2, 1, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 2, 1, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 2, 1, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 2, 0, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 2, 0, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 2, 1, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 2, 0, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 2, 1, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 2, 1, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 2, 1, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 2, 1, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 2, 1, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 1, 2, 2, 1, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 1, 2, 2, 1, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 1, 2, 2, 1, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 1, 2, 2, 1, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 1, 2, 2, 1, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 2, 1, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 1, 2, 2, 1, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 2, 1, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 2, 1, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 1, 2, 2, 1, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 1, 2, 2, 1, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 2, 1, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 2, 1, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 2, 1, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 1, 2, 2, 1, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 1, 2, 2, 1, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 2, 1, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 1, 2, 2, 1, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 1, 2, 2, 1, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 1, 2, 2, 1, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 1, 2, 2, 1, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 1, 2, 2, 1, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 1, 2, 2, 1, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 3, 1, 1, 0, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 3, 1, 1, 0, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 3, 1, 1, 0, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 3, 1, 1, 0, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 3, 1, 1, 0, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 3, 1, 1, 0, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 3, 1, 1, 0, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 3, 1, 1, 0, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 3, 1, 1, 0, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 3, 1, 1, 0, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 3, 1, 1, 0, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 3, 1, 1, 0, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 3, 1, 1, 0, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 3, 1, 1, 1, (3, 3, 3, 3), (3, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (4, 3, 4, 4), (4, 4, 4, 4)] proved
[1, 3, 1, 1, 0, (4, 4, 3, 4), (4, 3, 3, 4)] proved
[1, 3, 1, 1, 0, (4, 4, 4, 3), (4, 3, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 3, 3, 3), (3, 4, 3, 3)] proved
[1, 3, 1, 1, 0, (4, 4, 3, 4), (4, 4, 3, 4)] proved
[1, 3, 1, 1, 0, (4, 4, 4, 3), (4, 4, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 3, 3, 4), (3, 3, 3, 4)] proved
[1, 3, 1, 1, 1, (3, 3, 4, 3), (3, 3, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 3, 3, 4), (3, 4, 3, 4)] proved
[1, 3, 1, 1, 1, (3, 3, 4, 3), (3, 4, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 4, 3, 3), (3, 3, 3, 3)] proved
[1, 3, 1, 1, 0, (4, 4, 4, 4), (4, 3, 4, 4)] proved
[1, 3, 1, 1, 1, (3, 4, 3, 3), (3, 4, 3, 3)] proved
[1, 3, 1, 1, 1, (3, 3, 4, 4), (3, 3, 4, 4)] proved
[1, 3, 1, 1, 1, (3, 4, 4, 3), (3, 3, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 4, 3, 4), (3, 3, 3, 4)] proved
[1, 3, 1, 1, 1, (3, 3, 4, 4), (3, 4, 4, 4)] proved
[1, 3, 1, 1, 1, (3, 4, 3, 4), (3, 4, 3, 4)] proved
[1, 3, 1, 1, 1, (3, 4, 4, 3), (3, 4, 4, 3)] proved
[1, 3, 1, 1, 0, (4, 4, 4, 4), (4, 4, 4, 4)] proved
[1, 3, 1, 1, 1, (4, 3, 3, 3), (4, 3, 3, 3)] proved
[1, 3, 1, 1, 1, (4, 3, 3, 3), (4, 4, 3, 3)] proved
[1, 3, 1, 1, 1, (3, 4, 4, 4), (3, 3, 4, 4)] proved
[1, 3, 1, 1, 1, (4, 3, 4, 3), (4, 3, 4, 3)] proved
[1, 3, 1, 1, 1, (4, 3, 3, 4), (4, 3, 3, 4)] proved
[1, 3, 1, 1, 1, (4, 3, 4, 3), (4, 4, 4, 3)] proved
[1, 3, 1, 1, 1, (3, 4, 4, 4), (3, 4, 4, 4)] proved
[1, 3, 1, 1, 1, (4, 4, 3, 3), (4, 3, 3, 3)] proved
[1, 3, 1, 1, 1, (4, 3, 3, 4), (4, 4, 3, 4)] proved
[1, 3, 1, 1, 1, (4, 4, 3, 3), (4, 4, 3, 3)] proved
[1, 3, 1, 1, 1, (4, 3, 4, 4), (4, 3, 4, 4)] proved
[1, 3, 1, 1, 1, (4, 3, 4, 4), (4, 4, 4, 4)] proved
